RH;EFONELFO;4.0;NO910478656MVA;NO000000000MVA;0;0;20130404;20140404;NOK;H;Alsell Norge AS;Vestre Svanholmen 4;;4313;SANDNES;NO
RL;5;P50671;;5580;a-collection alupex deler 
RL;5;P50672;;5710;a-collection alupex rør 
RL;5;P50711;;5610;Uponor alupexdeler 
RL;5;P50712;;5770;Uponor alupexrør 
RL;5;P50801;;4420;Vatette rørdeler 
RL;5;P50831;;5720;Roth rør 
RL;5;P50931;;4770;Diverse klemringsdeler 
RL;5;P51041;;4420;Olje rørdeler 
RL;5;P51101;;5720;Uponor Tappevann rør 
RL;5;P51102;;5640;Uponor Tappevannsdeler 
RL;5;P51103;;3460;Uponor Verktøy 
RL;5;P51111;;3310;Armaturjonsson Verktøy 
RL;5;P51112;;6000;Sanipex deler 
RL;5;P51113;;5990;Sanipex rør 
RL;5;P51181;;5570;Roth Tappevann deler 
RL;5;P51211;;6500;AJ alupexdeler 
RL;5;P51212;;6500;AJ alupexrør 
RL;5;P55051;;4870;Sluseventiler 
RL;5;P55101;;4720;Deler for sluseventiler 
RL;5;P55121;;4630;Sluseventiler industri 
RL;5;P55341;;5280;Dreiespjeldventil SIP 
RL;5;P55342;;4300;Twin Check 
RL;5;P55361;;4300;Ventiler ARI 
RL;5;P55421;;4400;Armatur div. AISI 316 
RL;5;P55422;;5280;Spjeld/tilbakeslagsvent. VA 
RL;5;P55423;;4760;Blindflensventiler 
RL;5;P55461;;5050;Cim andre ventiler 
RL;5;P55462;;4300;Diverse industri ventiler 
RL;5;P55731;;4370;Rødgodsventiler industri 
RL;5;P55761;;4300;Hurtigstengeventiler 
RL;5;P55762;;4300;Seteventiler SIP 
RL;5;P55771;;4400;Brannvent. Luftevent., hydr. 
RL;5;P55871;;5100;CIM Bakkekraner 
RL;5;P55872;;5420;Cim kuleventiler 
RL;5;P55911;;4930;Diverse VVS ventiler 
RL;5;P56011;;4300;Kuleventiler stål SV 
RL;5;P56211;;4790;Sikkerhetsventiler 
RL;5;P56271;;1190;A.C. red.ventiler 
RL;5;P56351;;4870;Andre støpejernsdeler 
RL;5;P56401;;4420;Danfoss magnetventiler 
RL;5;P56481;;5500;Waterguard Lekkasjestoppere 
RL;5;P56701;;4990;A.C. kuleventiler 
RL;5;P56702;;4920;A-kulan 
RL;5;P56703;;4490;Kuleventil, kompakt STJ 
RL;5;P56704;;4830;Kuleventil AISI 316 
RL;5;P56705;;4490;Kuleventiler stål/316 
RL;5;P56706;;4830;Skyvespjeldventiler 316 
RL;5;P56711;;4490;Kuleventil Stj. m/flens 
RL;5;P56712;;2770;PE Gass rør/deler 
RL;5;P56713;;3760;Aktuatorer og tilbehør 
RL;5;P60001;;4330;PB porselen 
RL;5;P60021;;4740;PB Seven D porselen 
RL;5;P60041;;3810;PB toalettseter 
RL;5;P60042;;3980;PB innb.sist. /betj.pl. 
RL;5;P60043;;3520;PB tilbehør f/porselen 
RL;5;P60221;;4330;GB porselen 
RL;5;P60231;;3940;V&B porselen 
RL;5;P60251;;3810;GB toalettseter 
RL;5;P60252;;3710;V&B toalettseter 
RL;5;P60253;;3520;GB tilbehør f/porselen 
RL;5;P60311;;3580;GB badekar og tilbehør 
RL;5;P60401;;4270;IFØ porselen 
RL;5;P60451;;3360;IFØ innb.sist./betj.pl. 
RL;5;P60461;;3810;IFØ toalettseter 
RL;5;P60471;;3520;IFØ tilbehør f/porselen 
RL;5;P60501;;3580;IFØ badekar og tilbehør 
RL;5;P61301;;3710;A.C. porselen 
RL;5;P61302;;3550;A.C. tilbehør f/porselen 
RL;5;P61303;;3550;A.C. toalettseter 
RL;5;P61571;;3610;Diverse porselen 
RL;5;P61572;;3430;Diverse tilbehør f/innb.sist. 
RL;5;P61573;;3280;Diverse badekar og tilbehør 
RL;5;P61651;;3580;Geberit tilbehør f/innb.sist. 
RL;5;P61661;;4130;Geberit innb.sist./betj.pl. 
RL;5;P61681;;3610;Duravit porselen 
RL;5;P61801;;4250;Foss Badinett 
RL;5;P61851;;3360;Hyttetoaletter og utstyr 
RL;5;P61881;;3320;Duravit toalettseter 
RL;5;P61901;;4210;Pressalit toalettseter 
RL;5;P61911;;4330;Grohe innb.sist. / betj.pl. 
RL;5;P61912;;3580;Grohe tilbehør f/innb.sist. 
RL;5;P61913;;3450;Spyleventiler og deler 
RL;5;P61951;;3960;Diverse tilbehør f/porselen 
RL;5;P62851;;4900;Tema dusj 
RL;5;P62951;;4900;PB dusj 
RL;5;P63011;;4380;GB dusj 
RL;5;P63041;;3420;IFØ rustfritt & tilbehør 
RL;5;P63061;;3320;Blanco kjøkkenvasker 
RL;5;P63062;;4230;IFØ dusj 
RL;5;P63063;;3740;IFØ tilbehør f/dusj 
RL;5;P63111;;4070;A.C. dusj 
RL;5;P63112;;3820;A.C. tilbehør f/dusj 
RL;5;P63113;;3710;A.C. VVS pumper og tilbehør 
RL;5;P63151;;3540;Diverse dusj 
RL;5;P63201;;4120;Intra kjøkkenvasker 
RL;5;P63202;;4120;Intra sanitærprodukter 
RL;5;P63203;;3840;Intra tilbehør 
RL;5;P63204;;4500;Intra Vaskekar 
RL;5;P63241;;3360;Solidar Vaskekar 
RL;5;P65031;;3730;Intra minikjøkken 
RL;5;P65032;;5420;Bauknecht minikjøkken 
RL;5;P65521;;3360;Vifter og utstyr 
RL;5;P70001;;4250;Foss baderomsmøbler 
RL;5;P70002;;4250;Foss møbelpakker 
RL;5;P70131;;3300;Diverse baderomsmøbler 
RL;5;P70171;;3980;PB baderomsmøbler 
RL;5;P70261;;4140;IFØ baderomsmøbler 
RL;5;P70311;;3980;GB baderomsmøbler 
RL;5;P75251;;3360;Diverse dusjtilbehør 
RL;5;P75401;;3540;Diverse speil 
RL;5;P75651;;3470;Inda tilbehør 
RL;5;P80001;;4130;OSO Boligberedere 
RL;5;P80002;;4030;OSO Villavarme 
RL;5;P80121;;3360;OSO Gassprodukter 
RL;5;P80151;;3520;OSO VVB tilbehør/ res.deler 
RL;5;P80201;;3570;CTC Boligberedere 
RL;5;P80202;;3360;CTC VVB tilbehør/ res.deler 
RL;5;P80421;;3360;Div. Villavarme tilbehør/res.d
RL;5;P82001;;4130;CTC Villavarme 
RL;5;P82002;;3360;CTC Villavarme tilbehør/res.de
RL;5;P82003;;2710;CTC Varmepumper 
RL;5;P82004;;2280;Encon Viftekonvektor og tilbh.
RL;5;P82005;;2370;Nibe Berdere og tanker 
RL;5;P82006;;2770;Nibe varmepumper 
RL;5;P82007;;2370;Nibe varmepumper tilbehør 
RL;5;P82008;;2770;Thermia varmepumper 
RL;5;P82021;;4330;OSO Stor berdere 
RL;5;P82351;;4200;Lyngson  Radiator og tilbehør 
RL;5;P82401;;3740;A.C. radiator og tilbehør 
RL;5;P83561;;6170;Arjonfloor varmedeler 
RL;5;P83571;;5440;Roth alupexdeler 
RL;5;P83572;;5440;Roth alupexrør 
RL;5;P83573;;6470;Roth varmedeler 
RL;5;P83574;;6090;Roth varmerør 
RL;5;P83575;;3620;Roth Verktøy 
RL;5;P83611;;6470;Uponor varmedeler 
RL;5;P83612;;6090;Uponor varmerør 
RL;5;P83661;;4420;Anbo rørdeler 
RL;5;P83851;;4120;Oljetanker, fett- og oljeutsk.
RL;5;P83852;;4120;Utstyr for tanker og avskiller
RL;5;P83911;;4540;Tank lufteventiler 
RL;5;P84011;;4290;Flamco produkter 
RL;5;P84012;;3420;Wilo Tanker og tilbehør 
RL;5;P84021;;3570;Grundfos Ekspansjonskar 
RL;5;P84022;;5020;Grundfos Luftutskiller 
RL;5;P84023;;3420;Grundfos Tanker og tilbehør 
RL;5;P84051;;4790;Flamco Sikkerhetsventiler 
RL;5;P84052;;4940;Honeywell VVS ventiler 
RL;5;P84053;;4790;Oventrop strupeventiler 
RL;5;P84054;;4790;SYR Sikkerhetsventiler 
RL;5;P84055;;4930;Honeywell VVS red.ventiler 
RL;5;P84171;;2850;Bosch/IVT L/L Varmepumper 
RL;5;P84172;;3420;Bosch/IVT store varmepumper 
RL;5;P84173;;2370;Væsker varmeanlegg/VP/SOL 
RL;5;P84181;;2960;Bosch/IVT Varmepumper 
RL;5;P84182;;2970;Bosch/IVT VP Tilbehør 
RL;5;P85001;;3800;Radiator tilbehør 
RL;5;P85081;;3670;Siemens Varmestyring 
RL;5;P85221;;5330;TA ventiler og tilbehør 
RL;5;P85251;;5470;Cim Reguleringsventiler 
RL;5;P85301;;4150;ESBE produkter 
RL;5;P85331;;4330;Energimålere 
RL;5;P85332;;4530;Siemens ventiler og tilbehør 
RL;5;P85411;;4250;Kompensator andre 
RL;5;P85421;;5240;Danfoss Varmestyring 
RL;5;P85441;;3850;Danfoss Radiator deler 
RL;5;P85442;;4790;Danfoss Varmedeler 
RL;5;P85501;;4610;Div. Blandeventiler 
RL;5;P85511;;4290;TA/Pneumatex Varmeprodukter 
RL;5;P85521;;5130;Comap Reguleringsventiler 
RL;5;P85611;;4530;Diverse Varmeprodukter 
RL;5;P85612;;4530;Taco lufteventiler 
RL;5;P85613;;4750;Taco Reguleringsventiler 
RL;5;P85621;;4290;Spiro luftutskiller 
RL;5;P85651;;3050;Utstyr/tilbehør f/radiator 
RL;5;P86981;;3360;VVS Gass rør/slanger 
RL;5;P87001;;3360;VVS Gass deler 
RL;5;P87511;;3930;Vannbehandling varmeanlegg 
RL;5;P90011;;4290;Honeywell varmeregulering 
RL;5;P90012;;3930;Nira/Sigma pumpe og tilbehør 
RL;5;P90031;;3910;Wilo VVS pumper og tilbehør 
RL;5;P90041;;3670;Wilo vannforsyningspumper 
RL;5;P90071;;4330;Danfoss VVS pumpetilbehør 
RL;5;P90201;;3730;Xylem VVS pumper og tilbehør 
RL;5;P90202;;3360;Xylem Tanker og tilbehør 
RL;5;P90231;;3420;Saniflo Avløpsautomat 
RL;5;P90232;;3640;Wilo VA Pumper og tilbehør 
RL;5;P90401;;4760;Grundfos vannforsyningspumper 
RL;5;P90421;;4870;Grundfos VVS pumper og tilbehø
RL;5;P90451;;4160;Grundfos VA pumper og tilbehør
RL;5;P91011;;4330;Rustfrie bunnsiler til pumpele
RL;5;P92001;;3650;Nor kuplinger 
RL;5;P92041;;4200;Itas Branntrommel 
RL;5;P92101;;4290;NOHA utstyr f/branntrommel 
RL;5;P92131;;4200;Noha Branntrommel 
RL;5;P92501;;4100;Dreiespjeldventil Andre 
RL;5;P92502;;5080;Kruge Recom 
RL;5;P92503;;5080;Sprinklerdeler 
RL;5;P92521;;4890;Industri klammer RAPE 
RL;5;P92522;;4250;Industriarmatur 
RL;5;P92911;;3160;Slangekl., kuplinger etc 
RL;5;P92912;;3010;Trico flex slanger 
RL;5;P93001;;4090;Industrislanger 
RL;5;P93011;;3010;Div. slanger 
RL;5;P93041;;3020;Avløpsslanger 
RL;5;P93051;;3020;Diverse VVS trykkslanger 
RL;5;P93121;;2910;Hageslanger og tilbehør 
RL;5;P93141;;3110;Colortap deler 
RL;5;P93161;;2520;Flexit sentralstøvsuger 
RL;5;P93201;;3110;Nito deler 
RL;5;P94101;;5530;Rockwool mineralullskåler 
RL;5;P94321;;5430;Islolasjonsskåler 
RL;5;P94322;;5430;Isolasjonsplater 
RL;5;P94411;;2650;Brannmateriell 
RL;5;P94433;;3360;Glassfiber produkter 
RL;5;P94434;;5540;Div. isolasjon 
RL;5;P94435;;5400;Kaimann Isolasjon 
RL;5;P94551;;5880;Armacell Armaflex rørskåler 
RL;5;P94552;;3920;Tilbehør f/isolasjon 
RL;5;P95081;;5840;Pakningsmateriell 
RL;5;P97061;;3350;Manometer og termometer 
RL;5;P98121;;3960;VA Verktøy 
RL;5;P98151;;4930;Div. lekkasjestoppere 
RL;5;P98152;;3550;A.C. kjemisk 
RL;5;P98153;;3690;Latona kjemisk 
RL;5;P98211;;4570;Tilbehør 
RL;5;P9999;;0;Nettoprisede Artikler 
RL;4;2569651;;5400;Isiflo Sprint Union 20mm 
RL;4;2569652;;5400;Isiflo Sprint Union 25mm 
RL;4;2569653;;5400;Isiflo Sprint Union 32mm 
RL;4;2569654;;5400;Isiflo Sprint Union 40mm 
RL;4;2569655;;5400;Isiflo Sprint Union 50mm 
RL;4;2569656;;5400;Isiflo Sprint Union 63mm 
RL;4;2569657;;5400;Isiflo Sprint Tippuni. 20x1/2" 
RL;4;2569658;;5400;Isiflo Sprint Tippuni.25x3/4" 
RL;4;2569659;;5400;Isiflo Sprint Tippunion 32x1" 
RL;4;2569661;;5400;Isiflo Sprint Tippun.40x1.1/4" 
RL;4;2569662;;5400;Isiflo Sprint Tippu.50x 1.1/2" 
RL;4;2569663;;5400;Isiflo Sprint Tippunion 63x2" 
RL;4;2569664;;5400;Isiflo Sprint Tippuni. 32x3/4" 
RL;4;2569665;;5400;Isiflo Sprint Tippunion 40x1" 
RL;4;2569666;;5400;Isiflo Sprint Union  25x1" 
RL;4;2569667;;5400;Isiflo Sprint Union 20x1/2" 
RL;4;2569668;;5400;Isiflo Sprint Union 25x3/4" 
RL;4;2569669;;5400;Isiflo Sprint Union 32x3/4" 
RL;4;2569671;;5400;Isiflo Sprint Union 32x1" 
RL;4;2569672;;5400;Isiflo Sprint Union 40x1" 
RL;4;2569673;;5400;Isiflo Sprint Union 40x1.1/4" 
RL;4;2569674;;5400;Isiflo Sprint Union 50x1.1/2" 
RL;4;2569675;;5400;Isiflo Sprint Union 63x2" 
RL;4;2569676;;5400;Isiflo Sprint Albu 20mm 
RL;4;2569677;;5400;Isiflo Sprint Albu 25mm 
RL;4;2569678;;5400;Isiflo Sprint Albu 32mm 
RL;4;2569679;;5400;Isiflo Sprint Albu 40mm 
RL;4;2569681;;5400;Isiflo Sprint Albu 50mm 
RL;4;2569682;;5400;Isiflo Sprint Albu 63mm 
RL;4;2569683;;5400;Isiflo Sprint Albu 20x1/2" 
RL;4;2569684;;5400;Isiflo Sprint Albu 25x3/4" 
RL;4;2569685;;5400;Isiflo Sprint Albu 32x1" 
RL;4;2569686;;5400;Isiflo Sprint Albu 40x1.1/4" 
RL;4;2569687;;5400;Isiflo Sprint Albu 40x1.1/2" 
RL;4;2569688;;5400;Isiflo Sprint Albu 50x1.1/2" 
RL;4;2569689;;5400;Isiflo Sprint Albu 63x2" 
RL;4;2569691;;5400;Isiflo Sprint T-rør 20mm 
RL;4;2569692;;5400;Isiflo Sprint T-rør 25mm 
RL;4;2569693;;5400;Isiflo Sprint T-rør 32mm 
RL;4;2569694;;5400;Isiflo Sprint T-rør 40mm 
RL;4;2569695;;5400;Isiflo Sprint T-rør 50mm 
RL;4;2569696;;5400;Isiflo Sprint T-rør 63mm 
RL;4;4513398;;3000;1 1/4" x 32mm Flaskevannlås 
RL;4;1001012;2761;0;1" 33,7x3,2 stålrør gj 
RL;4;1001014;3454;0;11/4" 42,4x3,2 stålrør gj 
RL;4;1001016;3794;0;11/2" 48,3x3,2 stålrør gj 
RL;4;1001018;5592;0;2" 60,3x3,6 stålrør gj 
RL;4;1001109;2572;0;3/4" 26,9x2,6 stålrør gj galv 
RL;4;1001112;3871;0;1" 33,7x3,2 stålrør gj galv 
RL;4;1001114;4982;0;11/4" 42,4x3,2 stålrør gj galv 
